numar angajati,capital social,an infiintare,numar produse,domeniu de activitate,tara,clienti,parteneri,venit
92.0,74006.59864500396,1996.1912908242614,68.0,Financiar,Italia,427.0,10.0,843185.146943103
100.40596094552929,254643.9541486975,2009.0,23.0,Financiar,Germania,800.0,5.0,1213100.427216319
125.0,353653.83597533475,1992.0,60.0,IT,Italia,317.0,10.188308329022245,1370388.452377801
103.0,354889.2262476581,1998.0,70.0,Retail,Romania,966.0,15.0,1213733.535748595
100.0,217905.17829007265,2000.0,9.0,Financiar,Franta,347.0,10.188308329022245,1040114.8756551116
72.0,473761.39399611374,1976.0,50.0,Agricultura,Germania,366.0,17.0,786106.3806378236
114.0,125310.66450655145,2009.0,27.0,IT,Romania,619.0,12.0,1113232.9983799136
112.0,275161.7507970023,2002.0,72.0,Financiar,Italia,558.0,12.0,1228626.1656216618
143.0,360897.7894478703,1990.0,19.0,Educatie,Italia,999.0,1.0,1236544.80630185
93.0,363711.1126513142,1971.0,89.0,Financiar,Romania,595.0,4.0,1061262.2232233542
104.0,341887.530545967,1987.0,43.0,Educatie,Italia,824.0,8.0,1016219.266494822
104.0,173879.69605333707,1996.1912908242614,20.0,Educatie,Germania,414.0,1.0,776084.2085136024
131.0,120292.95590897989,2002.0,44.0,Retail,Germania,596.0,15.0,1325766.0829635428
98.0,336173.14707201987,1996.1912908242614,41.0,Retail,Italia,320.0,18.0,949084.6658918544
105.0,319685.952262747,2003.0,43.0,Financiar,Italia,523.0,10.188308329022245,1184575.0427649426
112.0,130710.20463015843,1989.0,58.0,Financiar,Germania,788.0,11.0,1533086.286213444
103.0,367312.6155067535,2004.0,52.0,Agricultura,Italia,586.0,2.0,776310.0554432418
91.0,254827.3962801454,2020.0,15.0,IT,Germania,283.0,1.0,904057.60193112
103.0,350492.2662214188,2019.0,7.0,Retail,Franta,108.0,12.0,1084679.9595658833
121.0,426815.1858965678,2023.0,73.0,Financiar,Spania,300.0,16.0,1064502.8579160462
79.0,126377.79285961542,1987.0,56.0,Retail,Italia,896.0,10.0,1146512.010858923
102.0,58615.1905985765,2015.0,36.0,Agricultura,Italia,135.0,18.0,413575.2914873168
85.0,400596.16387810407,1993.0,81.0,IT,Franta,812.0,15.0,1771181.2597811518
123.0,324363.8413186772,1977.0,39.0,Financiar,Italia,439.0,17.0,1272463.7962285683
69.0,364837.8063299548,1999.0,79.0,Retail,Franta,229.0,10.0,842273.4889373648
100.40596094552929,427169.7387448892,2013.0,31.0,Retail,Germania,768.0,3.0,1472662.580545707
107.0,411264.9206710252,2022.0,8.0,Retail,Germania,905.0,16.0,1557086.6381233998
131.0,482414.0661179711,1979.0,93.0,Educatie,Franta,198.0,6.0,918692.2286790132
98.0,291170.7854834532,1992.0,40.0,Retail,Spania,632.0,3.0,1044892.7184190792
88.0,269823.03469695745,2021.0,79.0,Financiar,Italia,170.0,9.0,775181.9670636267
137.0,230849.23995082852,2018.0,28.0,Agricultura,Germania,814.0,11.0,1065595.574372464
71.0,119160.96927989204,1980.0,64.0,Financiar,Romania,654.0,13.0,854854.6300319298
56.0,307673.2547969101,1971.0,87.0,Retail,Franta,305.0,18.0,852285.13874159
108.0,174655.63594669045,1995.0,5.0,Agricultura,Romania,815.0,4.0,682262.2543786763
89.0,464588.3804958389,2005.0,83.0,IT,Italia,913.0,8.0,1770829.542446255
79.0,312435.8619246939,2002.0,57.0,IT,Franta,849.0,13.0,1664749.9653765766
114.0,316778.0812286496,2016.0,61.0,Financiar,Romania,358.0,10.0,907905.7527986224
100.40596094552929,270572.452888099,1982.0,52.0,Agricultura,Spania,108.0,2.0,453955.08285364805
88.0,73395.20838996838,2009.0,87.0,Financiar,Germania,118.0,8.0,498806.8854534795
74.0,64284.69441784488,1994.0,5.0,Agricultura,Spania,495.0,6.0,474005.2655438518
117.0,240500.81486893888,1973.0,50.11865284974093,Agricultura,Germania,533.8480947476828,16.0,848680.4563266059
113.0,88054.42014375704,2011.0,87.0,Financiar,Italia,135.0,18.0,752742.4477121305
98.0,323081.1299930626,1988.0,75.0,Agricultura,Romania,835.0,17.0,741632.451997225
136.0,446437.8525378458,1987.0,2.0,Retail,Franta,276.0,6.0,1268621.5249795197
100.40596094552929,447311.66743342497,2006.0,52.0,Agricultura,Italia,642.0,13.0,778229.600368044
100.40596094552929,346570.43455950456,1999.0,53.0,Agricultura,Romania,533.8480947476828,14.0,606228.1738238018
86.0,145054.32416281896,1988.0,40.0,Financiar,Franta,233.0,10.0,834905.903917582
99.0,438348.5741114924,1992.0,30.0,IT,Franta,841.0,11.0,1912314.859758705
104.0,448742.0458909437,2023.0,68.0,Educatie,Franta,371.0,13.0,862139.0968462022
95.0,138494.1132288314,1985.0,21.0,Agricultura,Franta,958.0,12.0,920656.9388789925
107.0,381841.7385968048,1996.1912908242614,80.0,Educatie,Romania,367.0,9.0,683478.7823685622
74.0,178933.79701720533,1981.0,80.0,Agricultura,Germania,615.0,4.0,747002.9263296349
128.0,411188.1405588184,1996.1912908242614,42.0,Financiar,Spania,448.0,7.0,1219209.5204995554
98.0,498757.0549566212,2003.0,29.0,Financiar,Spania,758.0,2.0,1353321.2942939843
122.0,63511.70239822677,2022.0,29.0,Agricultura,Spania,948.0,7.0,775945.1490552198
106.0,453814.63960591936,1977.0,48.0,Financiar,Germania,342.0,9.0,1406691.3220413865
109.0,330183.7401193961,1987.0,72.0,Financiar,Franta,342.0,5.0,1193295.26040089
111.0,488022.1786241695,2017.0,36.0,Agricultura,Germania,534.0,15.0,901691.5328845682
108.0,259254.2828868924,1974.0,61.0,IT,Italia,948.0,18.0,1793928.8545982032
112.0,431324.5687571182,1995.0,38.0,Agricultura,Spania,496.0,4.0,733622.8102531321
126.0,78077.33086922475,1999.0,31.0,IT,Spania,852.0,19.0,1465263.7979671103
103.0,200875.57253523308,2023.0,3.0,Retail,Franta,741.0,7.0,1333304.8587922722
114.0,80157.44198804449,1982.0,1.0,IT,Spania,941.0,8.0,1490904.8896401369
98.0,488904.4100655817,1988.0,23.0,Financiar,Franta,461.0,17.0,1390789.226505417
128.0,417638.25827232655,1998.0,41.0,IT,Franta,557.0,13.0,1777072.3018155184
86.0,433646.3395606867,1972.0,85.0,IT,Franta,783.0,11.0,1814130.1810716696
136.0,472084.3541452524,1995.0,80.0,Agricultura,Germania,835.0,1.0,874033.7416581009
99.0,88296.56875390341,2009.0,27.0,IT,Romania,939.0,2.0,1242972.426565427
71.0,223518.916631,1981.0,25.0,Retail,Romania,293.0,17.0,691937.2958101501
102.0,81965.70006980095,1971.0,23.0,Agricultura,Romania,469.0,5.0,512386.2800279204
86.0,144856.8956975129,1980.0,34.0,Retail,Germania,978.0,6.0,1827899.7404823883
116.0,153214.59966695256,2013.0,50.0,Agricultura,Italia,203.0,7.0,523303.0078401373
86.0,261098.2449714104,1997.0,44.0,Educatie,Italia,865.0,15.0,933173.0522845616
91.0,270572.452888099,1987.0,22.0,Agricultura,Franta,473.0,19.0,678003.5471841525
62.0,95440.1480679925,1982.0,13.0,Educatie,Spania,322.0,16.0,449182.87329365633
90.0,125370.99009234848,2006.0,2.0,Educatie,Romania,985.0,13.0,771466.9455415568
51.0,116274.00359844092,1991.0,16.0,Agricultura,Italia,696.0,5.0,574211.5217272516
68.0,487884.55906053423,1981.0,70.0,Financiar,Italia,874.0,3.0,1453829.9560672168
100.40596094552929,391681.6281133131,1971.0,25.0,Financiar,Romania,569.0,3.0,1147043.0582736535
115.0,485492.65937130287,2006.0,47.0,Financiar,Germania,177.0,19.0,1299928.3200278855
108.0,247883.21892855884,1976.0,59.0,Retail,Germania,422.0,14.0,1212861.903899989
80.0,175265.81674819547,1995.0,88.0,Retail,Italia,617.0,16.0,736703.5410440254
99.0,409231.938744134,1995.0,88.0,Agricultura,Germania,687.0,17.0,999169.885696715
99.0,196814.26311851604,1993.0,74.0,Financiar,Romania,208.0,4.0,696029.2710270355
100.40596094552929,184722.51816740676,1981.0,4.0,Financiar,Italia,620.0,13.0,1072283.564170577
130.0,154627.69649352404,1985.0,57.0,Agricultura,Romania,619.0,8.0,659851.0785974097
117.0,108355.5402009059,1992.0,78.0,Educatie,Germania,701.0,19.0,1017673.9903265708
95.0,165408.37745754467,2009.0,2.0,Agricultura,Romania,225.0,5.0,400963.3509830179
100.0,209893.88681324947,1978.0,55.0,Retail,Germania,976.0,10.188308329022245,1582470.864923129
104.0,353297.3936655787,2001.0,85.0,Retail,Germania,669.0,15.0,1448409.810679086
59.0,78154.17899875321,1984.0,47.0,Agricultura,Romania,260.0,2.0,311261.6715995013
95.0,144728.12284940435,2006.0,1.0,Educatie,Germania,496.0,11.0,800558.7173951247
86.0,414060.6381312544,1982.0,2.0,Financiar,Franta,635.0,13.0,1417116.23922091
79.0,116114.86561269684,1974.0,42.0,Retail,Romania,216.0,10.0,556868.919367618
94.0,204190.31593513468,1980.0,16.0,Retail,Franta,509.0,10.188308329022245,1071088.4464294051
135.0,439096.514836163,1979.0,66.0,Educatie,Romania,965.0,5.0,1042243.4316762736
112.0,119716.3900145492,2021.0,71.0,Retail,Germania,406.0,3.0,1017841.7676122212
88.0,87231.57602818546,1982.0,18.0,Retail,Germania,353.0,6.0,895634.5238636758
111.0,268042.0977860049,1996.1912908242614,88.0,Educatie,Italia,282.0,13.0,686902.7328044426
127.0,186088.78007534135,2022.0,44.0,Agricultura,Italia,376.0,10.0,648042.6144361639
118.0,303533.7640177343,2015.0,15.0,Financiar,Franta,933.0,19.0,1692141.0305949857
101.0,411712.2007175638,2019.0,76.0,Financiar,Germania,231.0,8.0,1161808.1026529828
87.0,111716.81966873442,1984.0,79.0,Retail,Germania,683.0,18.0,1032996.1101614888
113.0,311314.58804942825,2011.0,64.0,Financiar,Germania,383.0,3.0,1279746.2751249797
107.0,277478.94217543874,1976.0,85.0,Agricultura,Romania,764.0,17.0,726191.5768701755
117.0,114835.4537059398,2009.0,73.0,Retail,Italia,78.0,8.0,678841.5266682766
100.40596094552929,330799.3184880421,1997.0,88.0,Financiar,Franta,533.8480947476828,10.0,1556320.4241223957
120.0,173138.18803734722,2001.0,43.0,IT,Italia,142.0,2.0,978424.3692336126
89.0,269525.4433448056,2004.0,75.0,IT,Germania,890.0,12.0,1847501.715512046
126.0,87022.54592467785,1984.0,99.0,IT,Spania,917.0,6.0,1529568.6003878594
103.0,270572.452888099,2017.0,72.0,IT,Spania,737.0,2.0,1346245.5812405578
141.0,187908.56061926915,2005.0,12.0,IT,Germania,379.0,3.0,1531853.9886502326
86.0,420071.54503340943,1990.0,52.0,Retail,Romania,772.0,17.0,1087242.9270200457
134.0,75640.42714881572,1975.0,59.0,Educatie,Italia,233.0,10.188308329022245,662385.8306603605
103.0,238373.2737132485,1970.0,18.0,Educatie,Spania,144.0,5.0,554584.770488058
86.0,256294.1408591471,1973.0,96.0,Retail,Romania,834.0,1.0,1027376.484515488
90.0,376252.7343346034,1980.0,18.0,Retail,Germania,698.0,8.0,1445012.2968410668
93.0,308429.40879059496,2013.0,18.0,Agricultura,Romania,798.0,12.0,684971.763516238
100.40596094552929,350245.5517373815,1995.0,91.0,Educatie,Germania,402.0,14.0,937594.6975945504
110.0,399672.17854329024,2006.0,47.0,IT,Italia,979.0,16.0,1897804.960688961
88.0,437991.3381461849,1992.0,50.11865284974093,Retail,Romania,990.0,10.0,1225194.802887711
99.0,191243.9735251117,1998.0,60.0,IT,Italia,314.0,15.0,1064919.5761726007
100.40596094552929,292110.2174137563,1990.0,60.0,Educatie,Romania,696.0,15.0,873049.5978361904
134.0,428048.63529764,2017.0,7.0,Financiar,Germania,705.0,10.0,1795474.2581208523
108.0,495253.0089342754,2014.0,50.11865284974093,Financiar,Germania,68.0,10.188308329022245,1135000.2381301906
100.0,450283.6899696934,2014.0,54.0,Retail,Romania,792.0,3.0,1122170.2139818158
102.0,217160.26818096955,2018.0,56.0,Agricultura,Germania,695.0,2.0,863609.7501813429
112.0,137824.9327483927,1996.0,52.0,IT,Franta,675.0,6.0,1515954.309429683
79.0,270226.64183296496,2008.0,61.0,Retail,Franta,548.0,9.0,1048496.7806297129
94.0,383738.653326219,2009.0,27.0,Agricultura,Italia,188.0,10.0,570114.5535965852
66.0,271656.0818389839,1982.0,29.0,IT,Franta,686.0,4.0,1411464.6797930095
107.0,267431.3884911508,1992.0,51.0,Educatie,Franta,765.0,3.0,1021662.3622673234
112.0,427203.68948681024,1985.0,80.0,Financiar,Spania,622.0,9.0,1300730.6379830695
90.0,212631.70058023385,1999.0,5.0,Agricultura,Spania,811.0,17.0,725837.948255303
131.0,436907.6036652405,1973.0,60.0,IT,Spania,859.0,14.0,1826473.773023824
75.0,233062.1604282756,2009.0,80.0,Retail,Spania,574.0,10.0,863981.0258826619
70.0,197704.89755525277,1985.0,16.0,IT,Germania,957.0,13.0,1764740.1424330154
104.0,254295.46003986456,1996.1912908242614,2.0,Retail,Italia,304.0,12.0,904532.7312287024
120.0,393101.1314036908,2022.0,31.0,Financiar,Italia,134.0,1.0,978978.8824948788
133.0,106700.91253879742,2011.0,59.0,Financiar,Franta,507.0,19.0,1248657.271095284
90.0,138388.64714240783,1994.0,14.0,IT,Italia,581.0,19.0,1223449.782428167
121.0,478150.1715483914,2013.0,43.0,IT,Franta,611.0,6.0,1804871.4172596815
99.0,128971.23232161082,1996.1912908242614,55.0,Retail,Italia,725.0,10.188308329022245,1124619.2872715597
96.0,305477.29306897457,1995.0,60.0,Retail,Romania,141.0,19.0,672286.3758413846
117.0,310691.50999787205,2006.0,28.0,Agricultura,Romania,649.0,13.0,690276.6039991489
113.0,270331.0079226101,2017.0,40.0,Agricultura,Italia,118.0,4.0,523358.88380285294
68.0,340135.36185956834,2002.0,78.0,Agricultura,Germania,86.0,2.0,495115.8026413584
129.0,153422.02660892828,1997.0,50.11865284974093,IT,Franta,814.0,15.0,1781736.4759437053
127.0,298698.02049953665,1978.0,86.0,Agricultura,Italia,813.0,12.0,956015.0498397776
87.0,217477.9648611037,1996.1912908242614,56.0,IT,Franta,189.0,7.0,1004716.015739576
107.0,347750.26683313504,1974.0,41.0,Financiar,Spania,916.0,18.0,1461281.4407856916
109.0,113550.59451791726,2023.0,33.0,Educatie,Italia,942.0,13.0,939357.3210396754
105.0,306894.8375777643,2021.0,13.0,Financiar,Germania,729.0,17.0,1554184.3021957658
88.0,133371.65992249566,2023.0,11.0,IT,Spania,615.0,4.0,1062906.6194360591
86.0,175389.37840176636,1997.0,69.0,IT,Italia,947.0,14.0,1550150.4405615896
99.0,148419.41014561243,2004.0,26.0,Educatie,Romania,227.0,13.0,466838.7345655256
123.0,132277.0009409677,1974.0,26.0,Retail,Italia,533.8480947476828,3.0,1322119.4406774968
110.0,421569.92820230016,2003.0,99.0,Retail,Romania,862.0,18.0,1214141.95692138
92.0,178568.40544740064,2015.0,19.0,Retail,Romania,920.0,14.0,1019141.0432684404
115.0,467205.7018390022,2003.0,15.0,Agricultura,Italia,667.0,15.0,911138.7368827212
43.0,486466.9364053359,1982.0,10.0,Retail,Germania,186.0,3.0,736176.1942118418
122.0,307067.2114716938,2008.0,58.0,Agricultura,Romania,239.0,1.0,525626.8845886776
65.0,114350.50519957687,2011.0,63.0,Agricultura,Franta,689.0,17.0,652782.26270378
92.0,270572.452888099,2014.0,37.0,Retail,Spania,533.8480947476828,3.0,785100.8282837357
77.0,408979.51850669633,2017.0,54.0,Retail,Germania,608.0,14.0,1279302.7955456248
74.0,215325.8279136817,1983.0,79.0,Educatie,Italia,54.0,3.0,433795.94707338815
123.0,89157.74823625493,1980.0,81.0,Educatie,Spania,306.0,13.0,618333.0853769463
90.0,300553.2099176845,1996.1912908242614,95.0,Agricultura,Spania,861.0,15.0,774203.4123637814
106.0,430304.38317321567,2007.0,82.0,Educatie,Germania,711.0,18.0,1081843.0641563314
99.0,408166.8742145761,1973.0,56.0,Agricultura,Spania,855.0,14.0,875233.4246544136
109.0,270572.452888099,2022.0,18.0,IT,Italia,292.0,3.0,978124.8717527932
101.0,352744.07648561004,2002.0,10.0,Agricultura,Spania,836.0,19.0,826647.3936536686
74.0,149226.91854604118,1976.0,6.0,Agricultura,Italia,769.0,8.0,708588.9209020998
119.0,148193.3905484775,2010.0,50.11865284974093,Educatie,Italia,464.0,4.0,736664.4308961779
90.0,443332.2979873333,1977.0,80.0,IT,Romania,676.0,4.0,1322499.2234905
68.0,162351.02873310357,2006.0,51.0,Financiar,Franta,756.0,19.0,1184986.6192794726
91.0,168461.30593310503,2020.0,6.0,Financiar,Germania,392.0,11.0,1035999.7883991256
130.0,50294.0258425848,1979.0,54.0,Financiar,Romania,731.0,1.0,1075941.11679768
117.0,441801.0653564829,2012.0,93.0,IT,Germania,428.0,8.0,1694491.1186243072
93.0,406667.6659441106,1984.0,60.0,Retail,Italia,643.0,15.0,1238160.7194797597
93.0,332298.0207908051,2007.0,81.0,IT,Romania,715.0,1.0,1232473.5155931038
93.0,387619.59377247904,1984.0,80.0,Educatie,Spania,702.0,10.188308329022245,863091.6989173773
141.0,118421.8553410213,1974.0,93.0,Agricultura,Spania,875.0,11.0,863905.6163500495
107.0,256245.61756440892,1998.0,77.0,Agricultura,Germania,195.0,14.0,658137.545836069
108.0,208048.7243069514,1988.0,75.0,Educatie,Italia,372.0,16.0,720386.3111257538
120.0,92199.43681565742,2023.0,24.0,Educatie,Germania,171.0,14.0,639575.6451938641
104.0,268758.71834671585,2020.0,6.0,Agricultura,Franta,301.0,12.0,638434.5335402923
94.0,464332.842654186,1979.0,52.0,Retail,Spania,904.0,17.0,1358499.6761517627
96.0,68026.60357281251,1981.0,13.0,Retail,Romania,948.0,14.0,1024815.9621436874
98.0,181157.41107220724,2023.0,96.0,Retail,Romania,360.0,10.0,691894.4466433242
99.0,143393.42129256658,1973.0,29.0,Educatie,Romania,650.0,14.0,683727.0395816551
114.0,157165.99414956334,2000.0,85.0,Agricultura,Spania,524.0,18.0,638513.037425808
101.0,458795.5483457189,1987.0,39.0,Agricultura,Italia,619.0,9.0,853341.8632059451
114.0,260631.07440543053,1985.0,32.0,Agricultura,Spania,541.0,17.0,703837.6727383896
98.0,259834.73582291848,2009.0,93.0,IT,Spania,624.0,6.0,1250563.657053908
101.0,392259.039104877,2005.0,50.11865284974093,Retail,Romania,396.0,8.0,1087694.2793286578
60.0,119521.4918022166,1994.0,39.0,Financiar,Spania,869.0,13.0,1027112.866638585
118.0,269269.40934502287,1992.0,11.0,IT,Romania,536.0,18.0,1211452.057008767
106.0,243493.34635447687,1981.0,67.0,Retail,Italia,522.0,5.0,1079635.2093752234
119.0,318609.81074599526,2003.0,29.0,Retail,Franta,431.0,6.0,1185295.6523818765
42.0,499800.96646269737,2005.0,58.0,Retail,Romania,533.8480947476828,19.0,695280.5798776184
141.0,396252.0023369212,1996.1912908242614,59.0,Retail,Germania,121.0,4.0,1183771.6819630135
97.0,229039.56635784224,1972.0,72.0,Financiar,Franta,570.0,7.0,1268378.4335723766
122.0,422398.8735233211,1978.0,74.0,Retail,Italia,415.0,4.0,1203407.188936791
79.0,126818.76349061608,2022.0,51.0,Educatie,Franta,982.0,11.0,942328.9766420104
112.0,63708.65883903205,1987.0,33.0,Educatie,Romania,143.0,12.0,440418.8964775644
78.0,142001.76760892288,2012.0,83.0,Educatie,Italia,422.0,14.0,586440.9545088183
87.0,203185.20025141689,1996.1912908242614,31.0,IT,Germania,388.0,13.0,1240244.4602639875
138.0,279761.34085680195,2003.0,50.11865284974093,Agricultura,Romania,486.0,10.0,663104.5363427209
96.0,326808.11324353993,2010.0,40.0,Financiar,Romania,385.0,18.0,879975.273608301
104.0,459772.5727464898,1983.0,85.0,Retail,Italia,713.0,16.0,1032897.1892831044
117.0,279434.304297706,1973.0,43.0,Retail,Italia,541.0,5.0,883674.5243207613
109.0,275574.0400815782,1998.0,39.0,Retail,Franta,966.0,8.0,1533147.751263631
103.0,72609.35442034196,2010.0,69.0,Educatie,Germania,917.0,14.0,1049333.8932848154
107.0,65710.19869530071,1996.1912908242614,60.0,Retail,Franta,89.0,10.188308329022245,646393.9549823345
148.0,298021.9828623674,2019.0,11.0,Retail,Franta,408.0,8.0,1265177.1466326464
98.0,247180.37596175505,1984.0,51.0,Agricultura,Romania,623.0,6.0,620872.150384702
104.0,427631.1777411344,1997.0,73.0,IT,Italia,303.0,16.0,1298368.0599670208
121.0,122305.81312033032,2011.0,99.0,Retail,Romania,630.0,4.0,908583.487872198
122.0,61237.24795267232,1985.0,63.0,Retail,Germania,447.0,12.0,1129159.2882802445
123.0,252067.44556855664,1981.0,37.0,Agricultura,Franta,806.0,11.0,991155.0716956496
112.0,156865.35053851586,2021.0,23.0,Retail,Germania,926.0,3.0,1485846.8944523532
77.0,72326.46800247685,1974.0,87.0,Financiar,Italia,219.0,12.0,685874.6450419319
132.0,270572.452888099,1996.1912908242614,81.0,IT,Italia,739.0,5.0,1764962.3061732897
77.0,100216.84998076136,2011.0,24.0,Financiar,Spania,750.0,6.0,966835.0477362444
106.0,323743.77500349726,1970.0,20.0,Educatie,Germania,560.0,19.0,1050678.5782522033
84.0,176472.38757510012,2008.0,71.0,IT,Romania,309.0,18.0,794604.2906813251
98.0,128073.22265975992,2001.0,32.0,Educatie,Germania,633.0,16.0,900316.1302756488
106.0,270572.452888099,1995.0,31.0,Retail,Franta,508.0,11.0,1128572.7845446805
106.0,410650.5993003292,1986.0,16.0,Agricultura,Italia,578.0,10.188308329022245,822072.287664158
108.0,226442.1096070577,2017.0,27.0,Financiar,Italia,931.0,9.0,1434764.845493505
132.0,387846.3421449751,1996.0,50.11865284974093,Educatie,Germania,390.0,3.0,1029323.1955513342
109.0,106468.8335596178,1993.0,73.0,Retail,Germania,106.0,8.0,795033.8201900789
95.0,397747.1388492856,2004.0,34.0,Retail,Germania,267.0,6.0,1172759.89635285
119.0,156619.9962079919,2015.0,33.0,Financiar,Franta,668.0,4.0,1323793.8967957532
123.0,354826.9084499928,2011.0,29.0,Educatie,Franta,865.0,12.0,1175748.741443246
75.0,304601.6996784484,2023.0,48.0,Retail,Romania,989.0,12.0,1062961.019807069
111.0,468115.1227452593,2008.0,50.11865284974093,Agricultura,Germania,734.0,16.0,1083104.4687373452
114.0,224295.1330888913,1995.0,49.0,Educatie,Romania,780.0,10.0,795732.8098900012
94.0,79774.3349754982,2018.0,70.0,Financiar,Spania,513.0,14.0,857123.6495074813
127.0,58619.968498063805,2007.0,3.0,Retail,Franta,296.0,13.0,995933.8733808638
96.0,422086.3524377389,1992.0,1.0,IT,Italia,779.0,9.0,1674977.717193965
102.0,286131.03694764443,1991.0,8.0,Retail,Spania,422.0,7.0,925406.4843854454
96.0,398859.8233257272,1973.0,54.0,Retail,Germania,466.0,12.0,1411973.8409931543
100.0,155491.5200051816,2018.0,85.0,Agricultura,Spania,80.0,5.0,378176.26880228
78.0,205287.6854809552,1978.0,1.0,Educatie,Romania,417.0,18.0,549129.4584664298
71.0,63546.74249509352,1973.0,93.0,Financiar,Romania,608.0,4.0,786205.3826218108
131.0,270572.452888099,1976.0,11.0,Retail,Franta,695.0,10.188308329022245,1611223.8059255134
83.0,350540.558015366,1992.0,84.0,Financiar,Italia,157.0,3.0,840481.6352519856
80.0,469942.2894916878,1971.0,48.0,IT,Spania,633.0,12.0,1414827.388830643
56.0,169473.38334308256,2018.0,66.0,IT,Germania,888.0,3.0,1484147.0525102366
87.0,325158.62505154737,1993.0,51.0,Educatie,Germania,467.0,4.0,873279.9337824748
73.0,355324.985731687,2009.0,48.0,Retail,Franta,669.0,6.0,1174933.4888707155
132.0,192897.3651159148,2000.0,83.0,Retail,Italia,870.0,12.0,1388806.1028834586
120.0,431649.1557570336,2016.0,75.0,Educatie,Germania,447.0,19.0,1042428.968126931
86.0,476222.6583051115,2000.0,48.0,IT,Franta,321.0,10.0,1348642.091847484
145.0,448184.802963202,2016.0,12.0,IT,Franta,732.0,1.0,2018430.1828891216
119.0,382580.1391727176,2009.0,12.0,IT,Italia,165.0,17.0,1194822.1252554455
93.0,174859.1058762293,2017.0,80.0,Financiar,Germania,890.0,16.0,1520481.7863473685
50.0,176727.21894753427,2020.0,53.0,Agricultura,Germania,635.0,9.0,638247.2426106192
145.0,483512.144200717,2012.0,48.0,IT,Germania,305.0,9.0,1787637.7514107528
72.0,54628.02317106141,2003.0,68.0,Agricultura,Romania,130.0,9.0,271451.2092684246
67.0,372222.487958965,1993.0,86.0,Agricultura,Germania,829.0,12.0,947084.5932570203
120.0,367810.773149868,2018.0,63.0,Retail,Spania,177.0,9.0,855895.1102789128
148.0,330210.29342740885,1995.0,76.0,Educatie,Romania,887.0,15.0,987844.632042334
100.40596094552929,495548.9807390896,1985.0,76.0,Financiar,Romania,964.0,2.0,1498606.8374804084
111.0,190345.7460936764,2016.0,36.0,Agricultura,Romania,533.8480947476828,11.0,472138.29843747057
111.0,202987.3387069617,1982.0,28.0,Financiar,Romania,602.0,11.0,1026341.7701595252
117.0,85522.73132595,1984.0,80.0,Retail,Franta,230.0,8.0,870107.730434241
115.0,249259.16144468184,1996.0,38.0,IT,Spania,206.0,6.0,1002588.8081918624
105.0,167471.83680568164,1973.0,90.0,Agricultura,Italia,503.0,7.0,680866.4816667272
102.0,204524.0159799399,1985.0,7.0,Educatie,Germania,620.0,3.0,959190.130067362
98.0,425557.3056150325,1999.0,6.0,Retail,Romania,906.0,8.0,1192534.3833690195
84.0,470968.0310873731,2013.0,92.0,Financiar,Italia,810.0,18.0,1439075.0642481511
94.0,133579.88240233355,1999.0,65.0,IT,Franta,753.0,17.0,1498165.3853422753
66.0,217629.01919905964,2005.0,38.0,Financiar,Italia,73.0,11.0,583930.6349752664
98.0,467883.7529519273,1972.0,75.0,Educatie,Germania,522.0,2.0,759547.6888283673
80.0,77813.80731015018,1991.0,67.0,Agricultura,Spania,449.0,19.0,489638.07521646615
77.0,91562.23765012034,2018.0,53.0,Educatie,Italia,997.0,7.0,852423.6083310649
103.0,123255.94514280322,1991.0,50.11865284974093,Financiar,Romania,641.0,18.0,966066.364342822
127.0,317845.77535709366,2019.0,81.0,Retail,Romania,183.0,8.0,839049.7539821109
118.0,117712.52195269888,2019.0,86.0,Educatie,Germania,470.0,14.0,841498.8888302003
68.0,485634.3716528301,2018.0,18.0,Educatie,Germania,262.0,10.188308329022245,745689.6541412829
80.0,251021.5372663341,1981.0,85.0,Educatie,Spania,949.0,4.0,879130.6609468354
118.0,275683.0821575749,1990.0,87.0,IT,Germania,531.0,17.0,1699617.2362654535
80.0,160996.3771124329,1973.0,55.0,Financiar,Spania,397.0,5.0,823677.4096353896
95.0,261932.11359563007,2000.0,65.0,Retail,Franta,215.0,12.0,874327.0486045914
111.0,347861.1346866552,2013.0,38.0,IT,Germania,986.0,9.0,1990814.6063194887
80.0,388029.7116293192,2000.0,28.0,IT,Germania,397.0,13.0,1408081.1972107852
102.0,389240.63721946086,1996.1912908242614,72.0,Retail,Franta,898.0,18.0,1951209.6212889743
73.0,310051.00071233977,2023.0,86.0,Retail,Italia,447.0,9.0,876276.7205128846
87.0,456961.89874723577,2022.0,50.11865284974093,Educatie,Italia,632.0,4.0,877479.4253235073
106.0,417833.5312877493,1989.0,51.0,Financiar,Italia,533.8480947476828,8.0,1495130.1544044446
68.0,390671.6516143815,1984.0,16.0,Agricultura,Franta,484.0,1.0,710669.2588394784
108.0,75022.48475620728,1992.0,6.0,Agricultura,Italia,626.0,17.0,695530.7926829795
99.0,53095.08299884219,1997.0,45.0,Financiar,Spania,270.0,9.0,708632.9843441723
111.0,145601.2747379628,1985.0,5.0,Retail,Romania,357.0,13.0,764760.7648427776
104.0,348585.6172610535,2006.0,57.0,Agricultura,Germania,847.0,2.0,1042487.94566619
127.0,235038.8699971456,1990.0,38.0,IT,Spania,746.0,13.0,1517207.0677476453
